volume_A,volume_B,volume_C
7786.916530487533,3726.437535650596,3514.8226299065577
8575.756478836669,4252.371544559352,4062.664571878508
8678.104297935894,4284.309370101589,4089.348598997382
8769.384246180409,4363.722388893475,4117.420747907661
8185.698203213936,4082.5457933316316,3891.740366621857
2936.1538267649166,1423.7534885022646,1369.9991726879766
2976.200815343909,1342.1995261316617,1316.5731762363243
7786.792677852522,3713.0716222677133,3496.657385549337
8574.453931732038,4238.878638789727,4045.6806771232195
8677.001883668236,4271.132230564241,4071.4891812730657
8771.00970673881,4350.864088414992,4100.79491199554
8183.937735175099,4069.0095343610205,3874.7882652101675
2934.8568812015506,1412.2625527454882,1353.8779146545623
2977.0062797769087,1331.0064336861585,1300.3982312386108
7786.668299129663,3700.4857551465634,3479.637938195383
8573.150648585268,4226.159255229497,4029.8285442679476
8675.902067765275,4258.721630698858,4054.7534992267447
8772.634017456003,4338.765020371282,4085.2797386061434
8182.177226645679,4056.2272497808,3858.937209170928
2933.5606271251613,1401.5173866764524,1338.8472897171328
2977.8127763846337,1320.552528547972,1285.302074600798
7786.54339319839,3688.6333883806524,3463.689374430698
8571.846631531982,4214.167254784075,4015.033988721953
8674.804848471837,4247.0318354029605,4039.0680761694825
8774.257178584949,4327.379850881385,4070.8024616706944
8180.4166768262485,4044.1540007276963,3844.1151329401055
2932.265065961106,1391.47344631003,1324.835922428261
2978.6203039199277,1310.7936562632601,1271.2140241450793
7786.417958939957,3677.4707539045735,3448.741684670239
8570.541882706382,4202.859251889025,4001.2276825049603
8673.710224033935,4236.019839004792,4024.364245285548
8775.87919037684,4316.665951605659,4057.2950786957103
8178.656084920233,4032.7475302025487,3830.2546886689292
2930.9701991328884,1382.0888460515055,1311.7771096616673
2979.4288611354546,1301.6882975030126,1258.068025021251
7786.291995237445,3666.9566957140783,3434.7294421371357
8569.236404241272,4192.194450181045,3988.3448363163766
8672.618192698774,4225.645202372525,4010.5778347618543
8777.500053081108,4306.583238280646,4044.694038923191
8176.895450133904,4021.9681030183215,3817.292937385718
2929.676028062163,1373.3242000453802,1299.6085147467015
2980.238446783698,1293.1974108003894,1245.8023467853434
7786.165500975753,3657.052513979797,3421.5915028570303
8567.930198268037,4182.134487976022,3976.3249024173465
8671.528752714737,4215.869899744714,3997.6488735299054
8779.119766945436,4297.094018890059,4032.9399519049093
8175.134771676377,4011.7783552999254,3805.1710603753136
2928.382554168734,1365.1424729923913,1288.2718816258264
2981.0490596169625,1285.2842846734002,1234.3593003085198
7786.038475041603,3647.7218184641542,3409.27072529181
8566.623266916667,4172.643292968858,3965.111296963165
8670.44190233139,4206.658174701797,3985.521316270877
8780.738332215746,4288.162850896855,4021.977315154425
8173.374048759608,4002.1431529657993,3793.834089452609
2927.0897788705583,1357.508839869677,1277.7127677243263
2981.8606983873738,1277.9143985728115,1223.6849732180915
7785.910916323537,3638.930390686282,3397.713708327072
8565.31561231574,4163.686945604725,3954.6511405127576
8669.357639799471,4197.976404733151,3974.1427864228094
8782.355749136213,4279.756406995604,4011.754259627925
8171.613280598388,3993.0294586552263,3783.230654893286
2925.797703583747,1350.3905540227613,1267.8802943072787
2982.6733618468775,1271.0552921286046,1213.7289826574684
7785.782823711916,3630.646054312842,3386.8705464118275
8564.007236592428,4155.233550604242,3944.8950155253046
8668.275963370901,4189.79297388668,3963.464336011424
8783.972017949278,4271.843348876667,4002.222311866757
8169.852466410346,3984.406206597347,3773.3127498658787
2924.5063297225634,1343.7568231297298,1258.7269131790079
2983.4870487472404,1264.6764421997218,1204.44424423129
7785.654196098919,3622.8385532838506,3376.6946007275924
8562.698141872503,4147.25311615595,3935.7967397319594
8667.196871298765,4182.078153018625,3953.4402212032396
