volume_A,volume_B,volume_C
8638.237325025131,3924.6043562573595,3881.361369679987
8352.67536686502,3943.9059847614435,3980.0211249977033
8444.37063981935,3884.6252904967296,3873.9969646626646
8042.031002982923,3752.78385303261,3705.0052519137957
2731.8782165968364,1331.4503918451678,1238.5559073358268
2656.8001231134544,1243.319535227784,1193.8659965706495
7216.741499741797,3384.391924623043,3333.1132885207803
8625.749015203734,3930.418948800545,3876.408494974915
8337.585127212576,3949.1978857766208,3974.310021033323
8431.186859503789,3889.4290335802284,3868.4379954743204
8028.391558391753,3757.856272348024,3699.464703803
2718.2793877789986,1337.513909670884,1233.4059778279077
2643.748800734309,1249.0718275287684,1188.7057982668862
7201.2807499604305,3389.304131271837,3327.5039812802215
8613.695841655883,3935.7939384702645,3871.84129165828
8322.931121591251,3954.055828923018,3968.9813292970425
8418.438557355032,3893.8040735724894,3863.257269411748
8015.180286157037,3762.504565369431,3694.298257525975
2705.1151116970923,1343.1580673844053,1228.6268789253704
2631.1206148017013,1254.4098574652462,1183.9120093732488
7186.250007953473,3393.807006475883,3322.2580114475472
8602.064088109391,3940.7639118280167,3867.632905392339
8308.699716199842,3958.5139975564675,3964.00847052113
8406.112131868456,3897.784195688866,3858.4284791797586
8002.3836794621375,3766.7621240743174,3689.4798761152138
2692.3719128291714,1348.4158678370525,1224.1928393622593
2618.9021718897716,1259.3662434469918,1179.4591237453542
7171.635933228444,3397.9327888183325,3317.350133383992
8590.84046770233,3945.3607320951214,3863.7583496704574
8294.877704585895,3962.6038834137107,3959.3667141306028
8394.194407049517,3901.4005248770177,3853.9271472356513
7989.988655005278,3770.6597111586725,3684.985333606941
2680.0367372657106,1353.3177152242397,1220.0798803223188
2607.080498305192,1263.971035496442,1175.3234093223878
7157.425603045255,3401.711178411009,3312.7568573577196
8580.012109536103,3949.6137535892613,3860.1943759023925
8281.452294259947,3966.3544985512226,3955.0330496595966
8382.672619088682,3904.6817352871117,3849.7304985230326
7977.982539734766,3774.2256670673164,3680.792089078888
2668.09693950527,1357.8916197043545,1216.2656907673586
2595.643026942347,1268.251917484216,1171.4827847328372
7143.606499331398,3405.1695367743255,3308.4563274138395
8569.566545649646,3953.550019276231,3856.919352535635
8268.411093729013,3969.792570595916,3950.9860671112174
8371.53440345368,3907.654243248284,3845.817342057482
7966.353057999645,3777.4861007226064,3676.8791694492165
2656.5402696637157,1362.1633859058913,1212.7295114370024
2584.57758455019,1272.2343934405505,1167.9167044827648
7130.166496006934,3408.333070978599,3304.428207739029
8559.491698401573,3957.1944427664102,3853.9131525843195
8255.742099936162,3972.9427226217526,3947.205845638815
8360.767782386018,3910.342385050078,3842.1679607483848
7955.088319102777,3780.4650652351143,3673.2270604272244
2645.3548610840344,1366.1567865914808,1209.452026916697
2573.872379397873,1275.9419591965245,1164.6060521296722
7117.093846706468,3411.2250032860306,3300.653576929919
8549.77586824751,3960.569975980784,3851.157048980927
8243.433686093476,3975.8276388628205,3943.6738499699027
8350.361152789084,3912.7685807253306,3838.764008884071
7944.176805243738,3783.184719778795,3669.8176050488364
2634.529218334198,1369.8937226475687,1206.4152652127975
2563.515989326678,1279.3962605102063,1161.533040886528
7104.377172885641,3413.8667274350264,3297.1148296155257
8540.407721900205,3963.697763614895,3848.6336172066726
8231.474589896068,3978.468217378119,3940.3728340341795
8340.30327449558,3914.953484936742,3835.588416747255
7933.607359839335,3785.6654787200628,3666.6339092693474
2624.052205580925,1373.3943704764615,1203.6025043125892
2553.497350176136,1282.6172387419062,1158.681121139161
7092.005452300138,3416.2779526186546,3293.795584922204
8531.376280860446,3966.597285440263,3846.326644694318
8219.853902105226,3980.8837106954757,3937.2867512945945
8330.583258902401,3916.9161259826033,3832.6253018648304
7923.369176209892,3787.9261490044005,3663.660254122539
2613.9130353275673,1376.6773177826844,1200.9981852434114
2543.805744572618,1285.623265058918,1156.0348943961708
7079.968007845516,3418.476836126193,3290.680601305221
8522.670910307188,3969.28648740095,3844.221046532364
8208.561055489117,3983.091855381127,3934.4006713152216
8321.19055796147,3918.6740338571703,3829.8598864305804
7913.451786619885,3789.9840567251126,3660.8820139894665
2604.1012575047193,1379.7596886674842,1198.5878311788515
2534.430791069055,1288.4312640729452,1153.5800332239476
7068.254496746555,3420.480105540451,3287.7556973041087
8514.281308335605,3971.78190238755,3842.302787032336
8197.585814109867,3985.108991406951,3931.700702132159
8312.114953515355,3920.24335822753,3827.2784204714517
7903.845051661782,3791.8551637260202,3658.2855805519625
2594.6067489024963,1382.6572588733559,1196.3579721714084
2525.3624336247744,1291.0568277422822,1151.3032067505155
7056.854900085208,3422.3031713132355,3285.0076778097873
8506.197495532204,3974.098761501397,3840.558806751359
